,Location,Happiness Score,Latitude,Longitude,Name,Out of Business,Price,Rating,Review Count,Category 0,Category 1,Category 2,Category 3
0,"Plano, TX",72.3,33.0555999844179,-96.7725858092309,Densetsu,False,$$,4.0,1214,Japanese,Sushi Bars,,
1,"Plano, TX",71.86,33.0404645,-96.7338833,The Latin Pig,False,$$,4.0,667,Cuban,,,
2,"Plano, TX",71.81,33.0703699,-96.77256,The Gyro Shop,False,$,4.5,288,Halal,Mediterranean,,
3,"Plano, TX",71.17,33.0421,-96.73464,AKARI Japanese Restaurant,False,$$,4.5,172,Sushi Bars,Japanese,,
4,"Plano, TX",69.74,33.08661,-96.77108,Rusty Taco,False,$,4.0,464,Tex-Mex,Tacos,,
5,"Plano, TX",69.57,33.0706,-96.75144,Millstone Bakery,False,$,4.5,116,Bakeries,Delis,Cupcakes,
6,"Plano, TX",69.3,33.0705265046204,-96.7521306589996,Salsa Tex Mex,False,$$,4.0,265,Tex-Mex,Mexican,Latin American,
7,"Plano, TX",68.9,33.05562,-96.77307,Saucy's Thai & Pho,False,$$,4.5,207,Thai,,,
8,"Plano, TX",68.24,33.0570431392057,-96.7719610747994,Old Town Creamery,False,$,4.0,215,Ice Cream & Frozen Yogurt,Desserts,,
9,"Plano, TX",67.53,33.0738093194451,-96.7711773927292,Ferrari's Pizzeria,False,$,4.5,194,Pizza,Italian,,
10,"Plano, TX",67.38,33.072022200378,-96.7483732987419,Milky Treats Ice Cream,False,$$,4.5,110,Ice Cream & Frozen Yogurt,,,
11,"Plano, TX",67.37,33.03988,-96.7558529,Covino's Pasta & Pizza,False,$$,4.0,196,Pizza,Italian,,
12,"Plano, TX",67.18,33.03869,-96.73215,Sushi Sakana,False,$$,4.5,165,Sushi Bars,Japanese,Noodles,
13,"Plano, TX",67.16,33.0405953292575,-96.7507037102425,Lily's Cafe,False,$,4.5,140,American (Traditional),Latin American,,
14,"Plano, TX",66.97,33.0428,-96.77097,Bull Daddy Noodle Bistro,False,$,4.0,217,Taiwanese,Chinese,Noodles,
15,"Plano, TX",66.77,33.0702,-96.7708,Sunny Donuts,False,$,4.5,70,Donuts,Bakeries,,
16,"Plano, TX",66.25,33.0405038,-96.7336249,First Watch,False,$$,4.0,248,Breakfast & Brunch,Cafes,American (Traditional),
17,"Plano, TX",66.01,33.0709856498643,-96.7707239235385,Aroma Indian Cuisine,False,$$,4.0,206,Indian,,,
18,"Plano, TX",65.79,33.0392190459343,-96.7528419780487,Henry's Homemade Ice Cream,False,$,4.0,232,Ice Cream & Frozen Yogurt,,,
19,"Plano, TX",65.48,33.0750617,-96.7496149,Lita's La Mexicana,False,$$,4.0,168,Mexican,Tex-Mex,Breakfast & Brunch,
20,"Plano, TX",65.07,33.0420402597803,-96.7342822890388,Lion City Chinese Cafe,False,$,4.0,208,Chinese,Singaporean,Malaysian,
21,"Plano, TX",65.02,33.0597,-96.73189,Joe's Pasta & Pizza,False,$,4.0,149,Italian,Pizza,,
22,"Plano, TX",64.99,33.03945,-96.7525,Kesari,False,$,4.0,199,Indian,Vegetarian,,
23,"Plano, TX",64.96,33.05118,-96.77083,Sip & Savor,False,$$,4.0,111,American (New),Wine Bars,,
24,"Plano, TX",64.9,33.040326,-96.753801,Saigon Street Viet Cuisine,False,$$,4.0,163,Vietnamese,,,
25,"Plano, TX",64.82,33.056902,-96.772419,Pho Texas,False,$,4.0,111,Vietnamese,,,
26,"Plano, TX",64.54,33.0428927343057,-96.7338865556391,Olive Burger - Plano,False,$,4.0,174,Burgers,Sandwiches,,
27,"Plano, TX",64.51,33.0399391,-96.7341858,Dubs Tea N Eats,False,$,5.0,40,Coffee & Tea,Pretzels,Cafes,
28,"Plano, TX",64.21,33.0407954549294,-96.7357746742877,Mama's Pizza,False,$,4.0,165,Pizza,Buffets,,
29,"Plano, TX",64.17,33.070143553405,-96.772840997709,Little Gus Cafe,False,$,3.5,187,Breakfast & Brunch,Cafes,,
30,"Plano, TX",64.07,33.073577,-96.7488149,Angelo & Vito's Pizzeria,False,$,3.5,160,Pizza,Italian,,
31,"Plano, TX",64.0,33.0415365,-96.7539324,Sugar and Spice Bakery,False,$$,4.5,65,Bakeries,Desserts,Cupcakes,
32,"Plano, TX",63.83,33.069527,-96.775036,369 BBQ,False,$$,3.5,178,Chinese,,,
33,"Plano, TX",63.82,33.04011,-96.73478,Wild Mirchi Indian Grill,False,$$,4.0,176,Indian,,,
34,"Plano, TX",63.5,33.08504,-96.77339,Andhra Cafe,False,$,4.5,58,Indian,,,
35,"Plano, TX",63.43,33.08661,-96.77108,Lebanese Grill,False,$$,4.0,114,Lebanese,Mediterranean,Persian/Iranian,
36,"Plano, TX",63.16,33.05792,-96.7698,Chick-fil-A,False,$,4.5,55,Fast Food,,,
37,"Plano, TX",62.82,33.0397414690454,-96.7541600185242,Lucky City,False,$$,3.5,121,Chinese,Asian Fusion,,
38,"Plano, TX",62.8,33.040394,-96.753789,Sushi Shack All You Can Eat Japanese Sushi Restaurant,False,$$,3.5,234,Sushi Bars,Japanese,,
39,"Plano, TX",62.7,33.0594881882246,-96.7329832689898,China Ocean,False,$,4.0,108,Chinese,Seafood,Noodles,
40,"Plano, TX",62.41,33.041374,-96.736206,El Norte Mexican Grill,False,$$,3.5,170,Mexican,Tex-Mex,,
41,"Plano, TX",62.35,33.0574404106353,-96.7314235474796,Thai Jasmine Thai Cuisine,False,$$,3.5,107,Thai,Seafood,Noodles,
42,"Plano, TX",62.31,33.0414562495919,-96.7537512698364,Country Burger,False,$,3.5,135,Burgers,Salad,Sandwiches,
43,"Plano, TX",62.3,33.0703699,-96.77256,Sushi Go,False,$$,4.5,40,Japanese,Sushi Bars,,
44,"Plano, TX",61.96,33.0702018737793,-96.7707977294922,Aki Sushi,False,$$,4.0,80,Japanese,Sushi Bars,,
45,"Plano, TX",61.94,33.05811,-96.75192,Crescent Moon,False,$$,3.5,107,Chinese,Halal,Breakfast & Brunch,
46,"Plano, TX",61.86,33.05739,-96.73247,Mozart Bakery,False,$$,3.5,105,Bakeries,,,
47,"Plano, TX",61.83,33.0703583,-96.7725525,Tea2go,False,$,5.0,23,Tea Rooms,,,
48,"Irvine, CA",61.73,33.6842352575347,-117.809287082414,California Fish Grill,False,$$,4.0,2586,Seafood,Fish & Chips,,
49,"Irvine, CA",61.73,33.6900662,-117.7707037,House of Shabu Shabu,False,$$,4.0,2172,Japanese,Hot Pot,,
50,"Irvine, CA",61.68,33.6890193656519,-117.771570027414,BAMBU,False,$,4.5,969,Coffee & Tea,Juice Bars & Smoothies,Bubble Tea,
51,"Irvine, CA",61.22,33.6795539855957,-117.794731140137,The Burnt Truck,False,$,4.5,773,Food Trucks,American (Traditional),Asian Fusion,
52,"Irvine, CA",61.16,33.684809,-117.810616,Urban Plates,False,$$,4.0,1618,American (New),Salad,Sandwiches,
53,"Irvine, CA",61.11,33.688076,-117.771562,A & J Restaurant,False,$,4.0,1794,Chinese,Taiwanese,Noodles,
54,"Irvine, CA",61.05,33.7080399,-117.78377,Kang Ho Dong Baekjeong,False,$$,4.5,1176,Korean,Barbeque,,
55,"Irvine, CA",60.99,33.7060931279883,-117.787043342085,Burntzilla,False,$,4.0,1177,Hot Dogs,Burgers,American (Traditional),
56,"Irvine, CA",60.96,33.6967263159132,-117.798274755478,All That Barbecue,False,$$,4.0,1937,Korean,Barbeque,,
57,"Irvine, CA",60.96,33.680972,-117.77883,Miyabi Shabu and Grill,False,$$,4.0,820,Japanese,Hot Pot,,
58,"Irvine, CA",60.96,33.7062108563672,-117.785603870561,EMC Seafood & Raw Bar,False,$$,4.0,1617,Seafood,Bars,Live/Raw Food,
59,"Irvine, CA",60.9,33.7054936328288,-117.785671476087,Bruxie,False,$,4.0,1436,Sandwiches,Breakfast & Brunch,Waffles,
60,"Irvine, CA",60.83,33.6832606193866,-117.813130966795,The Cut,False,$$,4.5,689,Burgers,American (Traditional),Breakfast & Brunch,
61,"Irvine, CA",60.33,33.69621,-117.82236,Dogzilla,False,$,4.5,619,Hot Dogs,Food Trucks,,
62,"Irvine, CA",60.14,33.688560908995,-117.771432440475,Taiko,False,$$,4.0,1612,Japanese,Sushi Bars,,
63,"Irvine, CA",60.11,33.682361,-117.813366,MOD Pizza,False,$,4.0,793,Pizza,Fast Food,,
64,"Irvine, CA",60.1,33.6687986,-117.7867064,The Stand,False,$$,4.5,564,American (New),Burgers,,
65,"Irvine, CA",60.08,33.68551,-117.81124,Stonefire Grill,False,$$,4.0,1157,American (Traditional),Barbeque,Salad,
66,"Irvine, CA",60.07,33.69626,-117.79899,iSnö Café,False,$,4.5,409,Desserts,Shaved Snow,Coffee & Tea,
67,"Irvine, CA",59.82,33.65741,-117.76996,S'wich Bistro,False,$$,4.5,313,Breakfast & Brunch,Burgers,Sandwiches,
68,"Irvine, CA",59.81,33.6811382060949,-117.804737276721,Pho Ba Co,False,$$,4.0,1174,Vietnamese,Noodles,,
69,"Irvine, CA",59.71,33.7060337,-117.7866837,Stacks Pancake House,False,$$,4.0,1078,Breakfast & Brunch,Burgers,Hawaiian,
70,"Irvine, CA",59.58,33.685125,-117.8106676,CAVA,False,$$,4.0,624,Mediterranean,,,
71,"Irvine, CA",59.53,33.705049,-117.785033,East Coast Bagel,False,$,4.5,517,Bagels,Sandwiches,,
72,"Irvine, CA",59.51,33.6849199953106,-117.810913324356,Creamistry,False,$$,3.5,1639,Ice Cream & Frozen Yogurt,Desserts,,
73,"Irvine, CA",59.47,33.671683,-117.789418,"MOOYAH Burgers, Fries & Shakes",False,$,4.0,468,Burgers,Ice Cream & Frozen Yogurt,Hot Dogs,
74,"Irvine, CA",59.25,33.684108,-117.811898,Ha Long Vietnamese Cuisine,False,$,4.0,755,Vietnamese,Noodles,Bubble Tea,
75,"Irvine, CA",58.63,33.6550170496394,-117.77772164418,O Fine Japanese Cuisine,False,$$,4.0,868,Sushi Bars,Japanese,,
76,"Irvine, CA",58.58,33.7072942946735,-117.78256935582,Boiling Point,False,$$,3.5,1776,Taiwanese,Hot Pot,Comfort Food,
77,"Irvine, CA",58.54,33.66847,-117.78542,I Can Barbecue,False,$$,4.0,725,Korean,Barbeque,Seafood,
78,"Irvine, CA",58.46,33.6809730529785,-117.778831481934,Duke Bakery,False,$,4.5,243,Bakeries,,,
79,"Irvine, CA",58.36,33.6795539855957,-117.794731140137,Kogi- Naranja,False,$,4.0,740,Korean,Food Trucks,Asian Fusion,
80,"Irvine, CA",58.2,33.6947994336395,-117.798374706885,Little Sheep Mongolian Hot Pot,False,$$,4.0,803,Chinese,Hot Pot,Mongolian,
81,"Irvine, CA",58.12,33.7039677255639,-117.785740015042,Annapoorna Indian Cuisines,False,$$,4.0,929,Indian,,,
82,"Irvine, CA",58.04,33.6876,-117.77119,7 Leaves Cafe,False,$,4.0,642,Coffee & Tea,Macarons,,
83,"Irvine, CA",57.72,33.7060929686868,-117.784179946419,Mochi,False,$,3.5,1200,Ice Cream & Frozen Yogurt,Desserts,Coffee & Tea,
84,"Irvine, CA",57.71,33.668647,-117.7850638,Square One Pizza Cafe,False,$$,4.0,442,Pizza,Italian,Salad,
85,"Irvine, CA",57.55,33.6842987297336,-117.812168295771,DonerG Turkish & Mediterranean Grill - Irvine,False,$,4.0,886,Mediterranean,Turkish,Halal,
86,"Irvine, CA",57.45,33.6805,-117.7785,Noodology,False,$$,4.0,462,Chinese,Noodles,Soup,
87,"Irvine, CA",57.25,33.68806,-117.77158,Shik Do Rak,False,$$,3.5,1349,Korean,Barbeque,,
88,"Irvine, CA",57.23,33.70676,-117.78337,Hokkaido Ramen Santouka,False,$$,4.0,602,Ramen,Noodles,,
89,"Irvine, CA",57.1,33.6957037370608,-117.799307587801,Pokeworks,False,$$,4.0,507,Poke,Salad,Sushi Bars,
90,"Irvine, CA",57.09,33.6716482930377,-117.789346016944,Crazy Rock'N Sushi,False,$$,4.0,407,Sushi Bars,Japanese,,
91,"Irvine, CA",57.0,33.67107,-117.78909,OMOMO Tea Shoppe,False,$$,4.0,472,Coffee & Tea,Tea Rooms,Bubble Tea,
92,"Irvine, CA",56.85,33.68806,-117.77158,Sunmerry Bakery,False,$,4.0,465,Bakeries,Coffee & Tea,Bubble Tea,
93,"Irvine, CA",56.83,33.695571341358,-117.76487489854,Tomikawa Japanese Restaurant,False,$$,3.5,1102,Japanese,Sushi Bars,,
94,"Irvine, CA",56.49,33.68873,-117.77156,Yogurtland,False,$,4.0,600,Ice Cream & Frozen Yogurt,,,
95,"Irvine, CA",56.35,33.6841768,-117.8119836,Capital Noodle Bar,False,$$,3.5,691,Chinese,Noodles,,
96,"Irvine, CA",56.34,33.695969,-117.764616,Tang 190,False,$$,4.0,781,Korean,Soup,Noodles,
97,"Irvine, CA",56.21,33.6847906,-117.8106118,Cookie Connection,False,$,4.0,299,Bakeries,Ice Cream & Frozen Yogurt,,
98,"Madison, WI",56.17,43.0761862475496,-89.3837572171967,The Old Fashioned,False,$$,4.0,1737,American (Traditional),Breakfast & Brunch,Beer Bar,
99,"Madison, WI",56.02,43.0750940450292,-89.3820914576721,Graze,False,$$,4.0,1082,American (New),,,
100,"Madison, WI",55.97,43.074503,-89.394115,Paul's Pel'meni,False,$,4.5,429,Russian,Asian Fusion,,
101,"Madison, WI",55.94,43.07394,-89.3815599,Marigold Kitchen,False,$$,4.0,597,Breakfast & Brunch,,,
102,"Madison, WI",55.61,43.0768340202013,-89.3832337316105,Heritage Tavern,False,$$$,4.5,419,American (New),Gastropubs,Breakfast & Brunch,
103,"Madison, WI",55.36,43.07285,-89.3955299,Dotty Dumpling's Dowry,False,$$,4.0,517,Burgers,Vegan,Vegetarian,
104,"Madison, WI",55.34,43.07421,-89.38627,Graft,False,$$$,4.5,356,American (New),Wine Bars,,
105,"Madison, WI",55.33,43.072731,-89.393353,Bassett Street Brunch Club,False,$$,4.0,528,Breakfast & Brunch,American (Traditional),Donuts,
106,"Madison, WI",55.2,43.07243,-89.38434,Tornado Steak House,False,$$$,4.0,505,Steakhouses,Bars,Seafood,
107,"Madison, WI",54.93,43.077237,-89.383889,Bradbury's,False,$,4.5,322,Coffee & Tea,Creperies,,
108,"Madison, WI",54.9,43.06512,-89.41629,Pizza Brutta,False,$$,4.5,324,Pizza,,,
109,"Madison, WI",54.55,43.0674896240234,-89.4076538085938,Greenbush Bakery,False,$,4.5,209,Bakeries,Donuts,,
110,"Madison, WI",54.4,43.0848916370801,-89.3759002536535,Salvatore's Tomato Pies,False,$$,4.5,200,Pizza,American (New),Mexican,
111,"Madison, WI",54.33,43.07427,-89.38101,Merchant,False,$$,4.0,539,Cocktail Bars,Wine Bars,American (New),
112,"Madison, WI",54.13,43.07494,-89.38702,Ian's Pizza,False,$,4.0,445,Pizza,,,
113,"Madison, WI",54.13,43.1016722348811,-89.364595413208,Banzo,False,$,4.5,334,Mediterranean,Food Trucks,,
114,"Madison, WI",53.96,43.05563,-89.39729,Taqueria Guadalajara,False,$,4.0,375,Mexican,,,
115,"Madison, WI",53.5,43.0745169945835,-89.3899215012789,Short Stack Eatery,False,$$,4.0,421,Breakfast & Brunch,,,
116,"Madison, WI",53.29,43.075289456191,-89.382360033589,L'Etoile,False,$$$$,4.5,251,American (New),,,
117,"Madison, WI",53.19,43.0758619691491,-89.3746270098814,Sardine,False,$$,4.0,447,French,Breakfast & Brunch,Bars,
118,"Madison, WI",53.03,43.07468,-89.39631,Mediterranean Cafe,False,$,4.5,186,Greek,Mediterranean,,
119,"Madison, WI",52.76,43.07284,-89.38811,RED,False,$$,4.5,205,Sushi Bars,Desserts,Cocktail Bars,
120,"Madison, WI",52.66,43.06743,-89.41298,Mickies Dairy Bar,False,$,4.0,315,Breakfast & Brunch,,,
121,"Madison, WI",52.59,43.074546,-89.387355,Cento,False,$$$,4.0,299,Italian,Breakfast & Brunch,Desserts,
122,"Madison, WI",52.41,43.0735626220703,-89.3824691772461,DLUX,False,$$,4.0,441,Burgers,Cocktail Bars,Breakfast & Brunch,
123,"Madison, WI",52.29,43.074727,-89.3815378,The Tipsy Cow,False,$$,4.0,406,Bars,American (Traditional),,
124,"Madison, WI",51.99,43.0800590515137,-89.3694076538086,Madison Sourdough,False,$$,4.5,249,Bakeries,Breakfast & Brunch,Patisserie/Cake Shop,
125,"Madison, WI",51.96,43.0734313842218,-89.384942302724,Fromagination,False,$$,4.0,204,Cheese Shops,Sandwiches,Cheese Tasting Classes,
126,"Madison, WI",51.94,43.07512,-89.39176,HopCat,False,$$,4.0,351,American (Traditional),Pubs,Beer Bar,
127,"Madison, WI",51.59,43.07495,-89.39077,Himal Chuli,False,$$,4.0,237,Himalayan/Nepalese,,,
128,"Madison, WI",51.5,43.06399,-89.418,Brasserie V,False,$$,4.0,329,Belgian,Brasseries,Sandwiches,
129,"Madison, WI",51.44,43.0529651478213,-89.3962534169718,Double 10 Mini Hot Pot,False,$$,4.5,157,Hot Pot,Chinese,,
130,"Madison, WI",51.21,43.075216,-89.386276,The Cooper's Tavern,False,$$,4.0,407,American (New),Pubs,,
131,"Madison, WI",51.15,43.07811,-89.372173,Eldorado Grill,False,$$,4.0,311,Tex-Mex,Breakfast & Brunch,,
132,"Madison, WI",51.14,43.0739300186193,-89.3796241523758,Tempest Oyster Bar,False,$$$,4.0,255,Bars,Seafood,Steakhouses,
133,"Madison, WI",50.98,43.08235,-89.3797,Forequarter,False,$$$,4.0,247,American (New),Breakfast & Brunch,Beer Bar,
134,"Madison, WI",50.92,43.0740986905559,-89.3828237056732,Good Food,False,$,5.0,74,Street Vendors,Sandwiches,Salad,
135,"Madison, WI",50.55,43.0729481794155,-89.3956356,Ian's Pizza By The Slice,False,$,4.0,186,Pizza,,,
136,"Madison, WI",50.43,43.0647087097168,-89.4169158935547,Bloom Bake Shop,False,$$,4.5,101,Bakeries,,,
137,"Madison, WI",50.31,43.0747543098252,-89.38133507967,Morris Ramen,False,$$,4.0,175,Ramen,,,
138,"Madison, WI",49.97,43.0748325,-89.3929474,Chocolate Shoppe Ice Cream,False,$,4.0,132,Ice Cream & Frozen Yogurt,,,
139,"Madison, WI",49.94,43.074929418004,-89.3980130553246,Caracas Empanadas,False,$,5.0,49,Street Vendors,Empanadas,Food Trucks,
140,"Madison, WI",49.79,43.0745234172,-89.3815466466688,Lucille,False,$$,4.0,282,Pizza,American (New),Lounges,
141,"Madison, WI",49.77,43.07496,-89.38717,Michelangelo's Coffee House,False,$,4.0,180,Coffee & Tea,,,
142,"Madison, WI",49.76,43.084781,-89.376208,Johnson Public House,False,$,4.0,162,Coffee & Tea,Breakfast & Brunch,Pubs,
143,"Madison, WI",49.56,43.067526,-89.406553,Indie Coffee,False,$,4.5,119,Cafes,,,
144,"Madison, WI",49.22,43.0798377,-89.3687295,Umami Ramen & Dumpling Bar,False,$$,3.5,368,Japanese,Chinese,Taiwanese,
145,"Fremont, CA",48.86,37.5495200924684,-121.986431338286,Aniki's Sushi,False,$$,4.0,1933,Sushi Bars,Japanese,,
146,"Fremont, CA",48.75,37.5330543518066,-122.001739501953,Country Way,False,$$,4.0,2089,American (Traditional),,,
147,"Fremont, CA",48.56,37.5505241,-121.9793462,Sala Thai,False,$$,4.0,2102,Thai,,,
148,"Fremont, CA",48.35,37.5577268634313,-122.006441241109,De Afghanan Cuisine,False,$$,4.0,1407,Afghan,,,
149,"Fremont, CA",48.08,37.5352719962764,-121.9979869,Le Moose Crepe Cafe,False,$$,4.0,1156,Creperies,Thai,Desserts,
150,"Fremont, CA",47.83,37.5625444,-122.0098005,Satomi Sushi,False,$$,4.0,2086,Sushi Bars,Japanese,Desserts,
151,"Fremont, CA",47.63,37.53307,-121.95992,Inkies Tattoo Studio,False,$$,4.5,526,Tattoo,Piercing,Public Art,
152,"Fremont, CA",47.57,37.547807,-121.984466,"Falafel, Etc",False,$$,4.0,832,Middle Eastern,,,
153,"Fremont, CA",47.19,37.5467422379173,-121.987659663027,Nothing Bundt Cakes,False,$$,4.5,400,Bakeries,Desserts,Cupcakes,
154,"Fremont, CA",47.02,37.522938,-121.9572683,Green Champa Garden,False,$$,4.0,906,Thai,Laotian,,
155,"Fremont, CA",46.5,37.5326499,-122.00221,Fremont Afghan Kabob,False,$$,4.0,556,Afghan,Halal,Middle Eastern,
156,"Fremont, CA",46.32,37.5048876,-121.9701053,Dish n' Dash,False,$$,4.5,578,Middle Eastern,Juice Bars & Smoothies,,
157,"Fremont, CA",45.81,37.534944,-121.998223,Menchie's Frozen Yogurt,False,$,4.5,286,Ice Cream & Frozen Yogurt,,,
158,"Fremont, CA",45.56,37.550794,-121.980952,Din Ding Dumpling House,False,$$,3.5,1052,Shanghainese,,,
159,"Fremont, CA",45.48,37.553209,-121.978229,Frodo Joe's Petit Cafe,False,$$,4.0,809,Creperies,Cafes,Sandwiches,
160,"Fremont, CA",44.75,37.530915,-121.998427,Gelato Classico Italian Ice Cream,False,$,4.0,399,Gelato,,,
161,"Fremont, CA",44.7,37.5503345028706,-121.980233221107,Shalimar Restaurant,False,$$,3.5,1434,Indian,Pakistani,,
162,"Fremont, CA",44.59,37.5495543166289,-121.986420063735,Gaters,False,$,4.0,913,Middle Eastern,Turkish,Halal,
163,"Fremont, CA",44.45,37.5583563271568,-122.00688701123,Slap Face Coffee & Tea,False,$,4.0,655,Coffee & Tea,,,
164,"Fremont, CA",44.27,37.5057997558153,-121.970154670003,Market Broiler,False,$$,3.5,1330,Seafood,Salad,Bars,
165,"Fremont, CA",44.27,37.53143,-121.95929,Gonutz,False,$$,4.0,518,Donuts,Coffee & Tea,,
166,"Fremont, CA",44.17,37.55354,-121.98028,Philz Coffee,False,$,4.5,286,Coffee & Tea,,,
167,"Fremont, CA",44.05,37.54945,-121.98637,Metropole Restaurant,False,$$,4.5,201,Afghan,,,
168,"Fremont, CA",43.5,37.5438591450212,-121.981836226954,Sweet Garden,False,$,4.5,219,Asian Fusion,Sushi Bars,Ramen,
169,"Fremont, CA",43.33,37.5327971,-122.0021209,Chaat Bhavan - Fremont,False,$$,3.5,1024,Indian,Vegetarian,Vegan,
170,"Fremont, CA",42.85,37.5344861517822,-121.960552244792,Mirchi Cafe and Masala Pizza,False,$$,4.0,548,Asian Fusion,Pakistani,Halal,
171,"Fremont, CA",42.38,37.5242999,-121.95711,Pizza & Curry,False,$$,4.0,660,Indian,Pizza,,
172,"Fremont, CA",42.22,37.529682,-121.982973,Cabrillo Park Café,False,$$,4.0,285,Cafes,Breakfast & Brunch,,
173,"Fremont, CA",41.86,37.5502207491959,-121.980063321538,Los Cabos,False,$,4.0,413,Mexican,,,
174,"Fremont, CA",41.58,37.5320230270835,-121.960181371967,Myanmar Tea Garden,False,$$,4.0,337,Burmese,Asian Fusion,,
175,"Fremont, CA",41.4,37.5455496665296,-121.980292253146,Taqueria Limon,False,$,4.0,329,Mexican,,,
176,"Fremont, CA",41.06,37.531718264847,-121.95846119316,Pakwan Restaurant,False,$$,3.5,792,Indian,Pakistani,,
177,"Fremont, CA",40.81,37.534781,-121.96496,KA YuMi Diner,False,$$,4.0,479,Korean,Asian Fusion,Chicken Wings,
178,"Fremont, CA",40.78,37.545556,-121.987565,Amia Bakery,False,$$,4.0,538,Bakeries,,,
179,"Fremont, CA",39.68,37.554299,-121.981847,Peet's Coffee,False,$,4.0,329,Coffee & Tea,,,
180,"Fremont, CA",39.48,37.5522663,-121.9780029,The Counter Fremont,False,$$,3.5,1030,Burgers,American (Traditional),,
181,"Fremont, CA",29.19,37.5523121,-121.9784207,Pieology Pizzeria,False,$,3.5,566,Pizza,Vegan,Gluten-Free,
182,"Fremont, CA",,37.56295,-122.01004,99% Tea House,False,$,4.0,344,Bubble Tea,Coffee & Tea,Tea Rooms,
183,"Fremont, CA",,37.5625427260814,-122.009055380136,Suju's Coffee & Tea,False,$,4.0,708,Coffee & Tea,,,
184,"Fremont, CA",,37.529907,-121.983147,Cut The Crab,False,$$,3.5,503,Seafood,Cajun/Creole,,
185,"Fremont, CA",,37.5627098,-122.0103073,Kyain Kyain,False,$,4.0,294,Burmese,,,
186,"Fremont, CA",,37.5480147,-121.988993,Yogurtland,False,$,4.5,184,Ice Cream & Frozen Yogurt,,,
187,"Fremont, CA",,37.559903868343,-122.009873324027,Bun Appétit Donuts,False,$,4.5,261,Donuts,Breakfast & Brunch,Coffee & Tea,
188,"Fremont, CA",,37.55035,-121.98037,Ristorante il porcino,False,$$,3.5,580,Italian,Wine Bars,,
189,"Fremont, CA",,37.55747,-122.00627,De Afghanan Kabob House,False,$$,4.0,400,Afghan,Desserts,Mediterranean,
190,"Fremont, CA",,37.55807,-122.00586,Bob's Hoagy Steaks,False,$,4.0,396,Cheesesteaks,Delis,Sandwiches,
191,"Fremont, CA",,37.5513151288033,-121.993849799037,Royaltea USA,False,$,4.0,298,Bubble Tea,,,
192,"Fremont, CA",,37.54577,-121.99007,MOD Pizza,False,$,4.0,290,Pizza,Fast Food,,
193,"Fremont, CA",,37.5344039,-121.967507,Eastern Winds Chinese Restaurant,False,$,4.0,471,Chinese,,,
194,"Huntington Beach, CA",,33.7094609,-117.9886211,The Donuttery,False,$,4.5,3105,Donuts,Bagels,Coffee & Tea,
195,"Huntington Beach, CA",,33.71513,-117.9905,Subculture Extraordinary Sandwiches,False,$,4.5,1584,Sandwiches,Caterers,,
196,"Huntington Beach, CA",,33.6767007,-117.9883751,Slapfish,False,$$,4.0,2197,Seafood,Sandwiches,Fish & Chips,
197,"Huntington Beach, CA",,33.7152859953738,-117.990486206607,Vegan Nirvana,False,$$,4.5,1192,Vegan,Sandwiches,Wraps,
198,"Huntington Beach, CA",,33.71429,-117.98953,Slater's 50/50 - Huntington Beach,False,$$,4.0,3287,Burgers,Sports Bars,American (Traditional),
199,"Huntington Beach, CA",,33.680305,-118.005161,The Black Trumpet Bistro Tapas & Wine Bar,False,$$,4.5,810,Mediterranean,Tapas/Small Plates,Wine Bars,
200,"Huntington Beach, CA",,33.7216678111946,-118.040435673122,Hula Girls Shave Ice,False,$,5.0,515,Ice Cream & Frozen Yogurt,Shaved Ice,Desserts,
201,"Huntington Beach, CA",,33.7152351,-118.0254,Cafe Cup,False,$,4.0,1064,Breakfast & Brunch,Cafes,,
202,"Huntington Beach, CA",,33.7007943,-117.9893884,Mazara Trattoria,False,$$,4.5,472,Italian,,,
203,"Huntington Beach, CA",,33.71626,-118.00246,Sweet Elle Café,False,$,4.5,837,Coffee & Tea,Breakfast & Brunch,Cafes,
204,"Huntington Beach, CA",,33.70043,-117.990801,Matsu Restaurant,False,$$,4.0,1102,Japanese,Sushi Bars,,
205,"Huntington Beach, CA",,33.71513,-117.9905,Gyu-Kaku Japanese BBQ,False,$$,4.0,1735,Japanese,Barbeque,,
206,"Huntington Beach, CA",,33.6856235441253,-117.988397952336,Thai Gulf Restaurant,False,$,4.0,1530,Thai,Noodles,Soup,
207,"Huntington Beach, CA",,33.7092003,-117.988883,Johnny's Saloon,False,$$,4.5,614,Dive Bars,Pizza,Whiskey Bars,
208,"Huntington Beach, CA",,33.6853215981096,-117.990534177944,Bread Crumb Ohana Cafe,False,$$,4.0,1070,Breakfast & Brunch,American (New),,
209,"Huntington Beach, CA",,33.6767841,-117.9883751,Capones Italian Cucina,False,$$,4.5,571,Italian,Seafood,Pizza,
210,"Huntington Beach, CA",,33.6916794,-117.9922216,Hashigo Sushi,False,$$,4.0,547,Japanese,Sushi Bars,,
211,"Huntington Beach, CA",,33.6677035393026,-118.009128406207,Fiesta Grill & Catering,False,$,4.5,435,Mexican,Desserts,,
212,"Huntington Beach, CA",,33.7157048,-117.9984398,Carlitos's Diner,False,$,4.5,425,Diners,Mexican,Breakfast & Brunch,
213,"Huntington Beach, CA",,33.715263,-118.025474,Niya Sushi,False,$$,4.5,330,Sushi Bars,Japanese,Salad,
